date;heure;SO2;NO2;O3
;;microg/m3;microg/m3;microg/m3
26/10/2018;15;0;11;66
26/10/2018;16;0;11;68
26/10/2018;17;0;9;67
26/10/2018;18;0;13;59
26/10/2018;19;0;13;60
26/10/2018;20;0;13;58
26/10/2018;21;0;14;57
26/10/2018;22;0;8;64
26/10/2018;23;1;10;61
26/10/2018;24;1;10;60
27/10/2018;1;1;13;54
27/10/2018;2;0;8;58
27/10/2018;3;0;9;60
27/10/2018;4;1;7;61
27/10/2018;5;1;8;60
27/10/2018;6;0;11;54
27/10/2018;7;0;13;51
27/10/2018;8;0;10;55
27/10/2018;9;0;21;38
27/10/2018;10;1;26;36
27/10/2018;11;1;24;39
27/10/2018;12;1;20;44
27/10/2018;13;1;16;49
27/10/2018;14;1;18;50
27/10/2018;15;1;18;51
27/10/2018;16;1;20;48
27/10/2018;17;1;17;53
27/10/2018;18;0;18;50
27/10/2018;19;0;23;48
27/10/2018;20;0;n/d;47
27/10/2018;21;0;n/d;43
27/10/2018;22;0;n/d;44
27/10/2018;23;0;n/d;38
27/10/2018;24;0;n/d;34
28/10/2018;1;0;n/d;37
28/10/2018;2;0;n/d;36
28/10/2018;3;0;n/d;35
28/10/2018;4;0;n/d;31
28/10/2018;5;0;n/d;33
28/10/2018;6;1;n/d;28
28/10/2018;7;0;n/d;24
28/10/2018;8;0;n/d;27
28/10/2018;9;1;n/d;29
28/10/2018;10;1;n/d;31
28/10/2018;11;1;n/d;32
28/10/2018;12;1;n/d;35
28/10/2018;13;1;n/d;39
28/10/2018;14;1;n/d;38
28/10/2018;15;1;n/d;36
28/10/2018;16;1;n/d;38
28/10/2018;17;1;n/d;37
28/10/2018;18;1;n/d;37
28/10/2018;19;1;n/d;40
28/10/2018;20;1;n/d;40
28/10/2018;21;1;n/d;40
28/10/2018;22;1;n/d;40
28/10/2018;23;1;n/d;38
28/10/2018;24;0;n/d;36
29/10/2018;1;1;n/d;33
29/10/2018;2;0;n/d;32
29/10/2018;3;0;n/d;n/d
29/10/2018;4;0;n/d;27
29/10/2018;5;1;n/d;25
29/10/2018;6;0;n/d;20
29/10/2018;7;1;n/d;15
29/10/2018;8;0;n/d;13
29/10/2018;9;1;n/d;17
29/10/2018;10;1;n/d;15
29/10/2018;11;1;n/d;14
29/10/2018;12;1;n/d;17
29/10/2018;13;1;n/d;16
29/10/2018;14;1;n/d;20
29/10/2018;15;1;n/d;16
29/10/2018;16;1;n/d;16
29/10/2018;17;1;n/d;17
29/10/2018;18;1;n/d;16
29/10/2018;19;1;n/d;17
29/10/2018;20;1;n/d;23
29/10/2018;21;1;n/d;26
29/10/2018;22;1;n/d;27
29/10/2018;23;1;n/d;27
29/10/2018;24;0;n/d;26
30/10/2018;1;0;n/d;26
30/10/2018;2;0;n/d;25
30/10/2018;3;0;n/d;27
30/10/2018;4;0;n/d;29
30/10/2018;5;0;n/d;34
30/10/2018;6;0;n/d;39
30/10/2018;7;0;n/d;36
30/10/2018;8;0;n/d;36
30/10/2018;9;1;n/d;45
30/10/2018;10;1;n/d;47
30/10/2018;11;1;n/d;49
30/10/2018;12;1;n/d;51
30/10/2018;13;1;n/d;55
30/10/2018;14;1;n/d;61
30/10/2018;15;1;n/d;64
30/10/2018;16;1;n/d;61
30/10/2018;17;1;n/d;62
30/10/2018;18;1;n/d;63
30/10/2018;19;1;n/d;57
30/10/2018;20;1;n/d;52
30/10/2018;21;1;n/d;51
30/10/2018;22;1;n/d;56
30/10/2018;23;1;n/d;53
30/10/2018;24;1;n/d;55
31/10/2018;1;1;n/d;54
31/10/2018;2;1;n/d;54
31/10/2018;3;1;n/d;61
31/10/2018;4;1;n/d;66
31/10/2018;5;1;n/d;53
31/10/2018;6;2;n/d;48
31/10/2018;7;2;n/d;40
31/10/2018;8;2;n/d;46
31/10/2018;9;2;n/d;44
31/10/2018;10;2;n/d;50
31/10/2018;11;2;n/d;27
31/10/2018;12;2;n/d;18
31/10/2018;13;3;n/d;26
31/10/2018;14;2;n/d;35
31/10/2018;15;2;n/d;35
31/10/2018;16;2;n/d;38
31/10/2018;17;2;n/d;34
31/10/2018;18;3;n/d;43
31/10/2018;19;5;n/d;39
31/10/2018;20;3;n/d;52
31/10/2018;21;3;n/d;53
31/10/2018;22;3;n/d;55
31/10/2018;23;3;n/d;59
31/10/2018;24;0;n/d;63
01/11/2018;1;0;n/d;66
01/11/2018;2;0;n/d;71
01/11/2018;3;0;n/d;73
01/11/2018;4;0;n/d;74
01/11/2018;5;0;n/d;76
01/11/2018;6;0;n/d;74
01/11/2018;7;0;n/d;72
01/11/2018;8;0;n/d;72
01/11/2018;9;0;n/d;68
01/11/2018;10;0;n/d;59
01/11/2018;11;0;n/d;52
01/11/2018;12;0;n/d;39
01/11/2018;13;0;n/d;43
01/11/2018;14;1;n/d;46
01/11/2018;15;0;n/d;42
01/11/2018;16;1;n/d;36
01/11/2018;17;1;n/d;35
01/11/2018;18;1;n/d;37
01/11/2018;19;1;n/d;75
01/11/2018;20;1;n/d;71
01/11/2018;21;1;n/d;65
01/11/2018;22;1;n/d;77
01/11/2018;23;1;n/d;76
01/11/2018;24;1;n/d;70
02/11/2018;1;1;n/d;72
02/11/2018;2;1;n/d;72
02/11/2018;3;1;n/d;69
02/11/2018;4;1;n/d;81
02/11/2018;5;1;n/d;76
02/11/2018;6;2;n/d;62
02/11/2018;7;2;n/d;58
02/11/2018;8;2;n/d;59
02/11/2018;9;2;n/d;43
02/11/2018;10;2;n/d;42
02/11/2018;11;3;n/d;42
02/11/2018;12;2;27;33
02/11/2018;13;2;19;48
02/11/2018;14;2;16;58
02/11/2018;15;2;16;61
02/11/2018;16;2;21;55
02/11/2018;17;2;29;48
02/11/2018;18;2;30;46
02/11/2018;19;1;18;58
02/11/2018;20;1;19;59
02/11/2018;21;1;37;41
02/11/2018;22;1;10;65
02/11/2018;23;1;12;63
02/11/2018;24;1;13;60
03/11/2018;1;1;23;49
03/11/2018;2;1;26;46
03/11/2018;3;1;16;52
03/11/2018;4;2;8;60
03/11/2018;5;1;12;57
03/11/2018;6;1;9;55
03/11/2018;7;2;21;44
03/11/2018;8;1;51;22
03/11/2018;9;1;45;29
03/11/2018;10;1;31;43
03/11/2018;11;1;33;40
03/11/2018;12;0;31;44
03/11/2018;13;0;36;44
03/11/2018;14;0;38;42
03/11/2018;15;0;52;30
03/11/2018;16;0;61;21
03/11/2018;17;0;63;17
03/11/2018;18;0;54;23
03/11/2018;19;0;25;49
03/11/2018;20;0;8;67
03/11/2018;21;0;6;70
03/11/2018;22;4;18;49
03/11/2018;23;3;10;52
03/11/2018;24;1;6;54
04/11/2018;1;1;5;54
04/11/2018;2;1;4;53
04/11/2018;3;1;10;46
04/11/2018;4;1;8;42
04/11/2018;5;1;5;41
04/11/2018;6;1;4;39
04/11/2018;7;1;4;44
04/11/2018;8;2;4;49
04/11/2018;9;2;3;58
04/11/2018;10;1;4;58
04/11/2018;11;1;16;36
04/11/2018;12;1;15;33
04/11/2018;13;2;18;33
04/11/2018;14;2;24;33
04/11/2018;15;2;28;31
04/11/2018;16;2;33;29
04/11/2018;17;3;27;32
04/11/2018;18;3;14;42
04/11/2018;19;3;12;43
04/11/2018;20;3;11;41
04/11/2018;21;2;8;45
04/11/2018;22;7;12;41
04/11/2018;23;18;20;36
04/11/2018;24;5;14;39
05/11/2018;1;2;11;40
05/11/2018;2;2;12;36
05/11/2018;3;1;9;34
05/11/2018;4;1;13;32
05/11/2018;5;1;11;30
05/11/2018;6;1;8;54
05/11/2018;7;1;3;80
05/11/2018;8;1;6;71
05/11/2018;9;1;15;55
05/11/2018;10;2;20;48
05/11/2018;11;2;23;40
05/11/2018;12;1;24;42
05/11/2018;13;1;19;50
05/11/2018;14;1;20;53
05/11/2018;15;1;24;47
05/11/2018;16;1;15;55
05/11/2018;17;3;28;38
05/11/2018;18;4;24;39
05/11/2018;19;3;30;35
05/11/2018;20;2;21;47
05/11/2018;21;1;8;63
05/11/2018;22;1;9;59
05/11/2018;23;1;9;58
05/11/2018;24;0;7;59
06/11/2018;1;0;7;59
06/11/2018;2;0;6;59
06/11/2018;3;0;6;59
06/11/2018;4;0;6;59
06/11/2018;5;0;6;60
06/11/2018;6;0;6;60
06/11/2018;7;1;8;59
06/11/2018;8;1;18;47
06/11/2018;9;1;15;54
06/11/2018;10;1;19;50
06/11/2018;11;1;17;62
06/11/2018;12;1;13;65
06/11/2018;13;1;11;79
06/11/2018;14;1;8;86
06/11/2018;15;1;7;80
06/11/2018;16;1;11;59
06/11/2018;17;0;12;59
06/11/2018;18;1;15;57
06/11/2018;19;0;16;55
06/11/2018;20;0;11;59
06/11/2018;21;1;12;56
06/11/2018;22;0;10;58
06/11/2018;23;1;8;59
06/11/2018;24;2;9;57
07/11/2018;1;2;8;57
07/11/2018;2;2;8;53
07/11/2018;3;2;7;54
07/11/2018;4;2;6;58
07/11/2018;5;2;6;59
07/11/2018;6;2;10;56
07/11/2018;7;2;13;50
07/11/2018;8;2;15;46
07/11/2018;9;2;14;47
07/11/2018;10;3;13;49
07/11/2018;11;2;12;49
07/11/2018;12;2;11;50
07/11/2018;13;2;11;51
07/11/2018;14;2;9;54
07/11/2018;15;2;9;57
07/11/2018;16;2;9;59
07/11/2018;17;3;9;60
07/11/2018;18;3;10;59
07/11/2018;19;3;13;54
07/11/2018;20;3;11;59
07/11/2018;21;3;7;62
07/11/2018;22;3;7;62
07/11/2018;23;3;5;61
07/11/2018;24;1;4;61
08/11/2018;1;1;4;68
08/11/2018;2;1;3;66
08/11/2018;3;1;5;57
08/11/2018;4;1;7;52
08/11/2018;5;1;9;49
08/11/2018;6;1;18;41
08/11/2018;7;2;29;32
08/11/2018;8;1;39;23
08/11/2018;9;1;36;27
08/11/2018;10;1;34;31
08/11/2018;11;1;43;28
08/11/2018;12;1;31;41
08/11/2018;13;2;25;51
08/11/2018;14;1;25;53
08/11/2018;15;2;18;61
08/11/2018;16;1;18;59
08/11/2018;17;1;22;54
08/11/2018;18;1;27;46
08/11/2018;19;1;22;50
08/11/2018;20;1;16;54
08/11/2018;21;2;16;53
08/11/2018;22;2;18;48
08/11/2018;23;2;13;51
08/11/2018;24;1;13;51
09/11/2018;1;0;6;56
09/11/2018;2;0;8;51
09/11/2018;3;0;6;51
09/11/2018;4;0;7;49
09/11/2018;5;1;4;63
09/11/2018;6;0;3;66
09/11/2018;7;1;3;68
09/11/2018;8;0;3;70
09/11/2018;9;0;6;66
09/11/2018;10;1;21;41
09/11/2018;11;0;13;48
09/11/2018;12;1;21;38
09/11/2018;13;1;19;42
09/11/2018;14;1;17;47
09/11/2018;15;1;12;56
09/11/2018;16;1;14;57
09/11/2018;17;0;15;53
09/11/2018;18;0;13;56
09/11/2018;19;1;6;64
09/11/2018;20;1;6;67
09/11/2018;21;1;8;62
09/11/2018;22;1;8;64
09/11/2018;23;1;7;61
09/11/2018;24;1;7;61
10/11/2018;1;1;5;63
10/11/2018;2;1;4;62
10/11/2018;3;1;3;63
10/11/2018;4;1;3;63
10/11/2018;5;1;3;64
10/11/2018;6;1;3;62
10/11/2018;7;1;4;60
10/11/2018;8;1;5;57
10/11/2018;9;1;8;54
10/11/2018;10;1;9;53
10/11/2018;11;1;7;54
10/11/2018;12;1;8;54
10/11/2018;13;2;6;89
10/11/2018;14;1;8;70
10/11/2018;15;1;8;58
10/11/2018;16;2;8;61
10/11/2018;17;1;8;58
10/11/2018;18;2;7;61
10/11/2018;19;2;8;61
10/11/2018;20;2;6;62
10/11/2018;21;2;5;62
10/11/2018;22;2;5;60
10/11/2018;23;2;5;61
10/11/2018;24;0;5;61
