nodeId,timeUtc,aqi,pm1MassConc[ug/m3],pm2_5MassConc[ug/m3],pm10MassConc[ug/m3],no2Conc[ppb],temperature[degC],relHumidity[%],latitude,longitude
AM2JQ85L,2018-09-15T18:49:00.000Z,54,,12.62790584564209,,56.828346252441406,20.70610809326172,45.519187927246094,48.838565,2.412767
AMZZDR73,2018-09-15T18:52:00.000Z,79,,13.588234901428223,,79.85781860351562,20.497825622558594,46.053253173828125,48.838565,2.412767
AQB2MV40,2018-09-15T19:00:00.000Z,65,,12.352941513061523,,66.96280670166016,21.57129669189453,44.44190216064453,48.838565,2.412767
AM2JQ85L,2018-09-15T19:07:00.000Z,57,,15.162789344787598,,52.18206787109375,20.30823516845703,46.387428283691406,48.838565,2.412767
AMZZDR73,2018-09-15T19:09:00.000Z,66,,12.470588684082031,,67.96058654785156,20.131988525390625,47.40520477294922,48.838565,2.412767
AQB2MV40,2018-09-15T19:16:00.000Z,54,,11.588234901428223,,56.916019439697266,21.173416137695312,45.476463317871094,48.838565,2.412767
AM2JQ85L,2018-09-15T19:24:00.000Z,62,,17.302324295043945,,51.140750885009766,19.82757568359375,48.56336212158203,48.838565,2.412767
AMZZDR73,2018-09-15T19:26:00.000Z,64,,16.235294342041016,,66.54817962646484,19.637977600097656,49.15236282348633,48.838565,2.412767
AQB2MV40,2018-09-15T19:33:00.000Z,49,,11.529411315917969,,51.46610641479492,20.668724060058594,47.38689422607422,48.838565,2.412767
AM2JQ85L,2018-09-15T19:42:00.000Z,53,,13.023255348205566,,32.35478591918945,19.208053588867188,51.37407302856445,48.838565,2.412767
AMZZDR73,2018-09-15T19:43:00.000Z,59,,13.058823585510254,,61.47761917114258,19.031814575195312,51.56175994873047,48.838565,2.412767
AQB2MV40,2018-09-15T19:50:00.000Z,46,,10.70588207244873,,48.888065338134766,20.075912475585938,49.573509216308594,48.838565,2.412767
AM2JQ85L,2018-09-15T20:00:00.000Z,57,,14.767440795898438,,31.990060806274414,18.54314422607422,53.15327835083008,48.838565,2.412767
AMZZDR73,2018-09-15T20:01:00.000Z,62,,17.47058868408203,,59.067100524902344,18.428321838378906,53.914703369140625,48.838565,2.412767
AQB2MV40,2018-09-15T20:07:00.000Z,57,,15.058823585510254,,52.33809280395508,19.58190155029297,51.1711311340332,48.838565,2.412767
AMZZDR73,2018-09-15T20:18:00.000Z,67,,19.52941131591797,,58.12078094482422,17.977035522460938,55.92889404296875,48.838565,2.412767
AM2JQ85L,2018-09-15T20:18:00.000Z,68,,20.047618865966797,,42.8366584777832,18.04913330078125,55.52910614013672,48.838565,2.412767
AQB2MV40,2018-09-15T20:24:00.000Z,71,,21.823530197143555,,60.522438049316406,19.245437622070312,52.92439270019531,48.838565,2.412767
AMZZDR73,2018-09-15T20:35:00.000Z,75,,23.352941513061523,,59.91454315185547,17.848857879638672,56.8123893737793,48.838565,2.412767
AM2JQ85L,2018-09-15T20:35:00.000Z,73,,22.41176414489746,,41.24561309814453,17.894256591796875,56.39887237548828,48.838565,2.412767
AQB2MV40,2018-09-15T20:41:00.000Z,76,,24.04762077331543,,59.498802185058594,19.146636962890625,53.420310974121094,48.838565,2.412767
AMZZDR73,2018-09-15T20:52:00.000Z,84,,27.764705657958984,,59.14242935180664,17.792781829833984,57.23201370239258,48.838565,2.412767
AM2JQ85L,2018-09-15T20:53:00.000Z,82,,26.705883026123047,,43.402244567871094,17.864879608154297,56.73456954956055,48.838565,2.412767
AQB2MV40,2018-09-15T20:58:00.000Z,72,,22.238096237182617,,47.66539001464844,19.005111694335938,54.111541748046875,48.838565,2.412767
AMZZDR73,2018-09-15T21:09:00.000Z,94,,32.52941131591797,,56.91081619262695,17.496376037597656,58.24368667602539,48.838565,2.412767
AQB2MV40,2018-09-15T21:15:00.000Z,74,,22.952383041381836,,61.47498321533203,18.625926971435547,54.90348815917969,48.838565,2.412767
AMZZDR73,2018-09-15T21:26:00.000Z,89,,30.058822631835938,,58.690452575683594,17.256046295166016,58.94407653808594,48.838565,2.412767
AM2JQ85L,2018-09-15T21:29:00.000Z,76,,23.999998092651367,,36.99049377441406,17.35751724243164,58.63279342651367,48.838565,2.412767
AQB2MV40,2018-09-15T21:31:00.000Z,68,,20.352941513061523,,45.907196044921875,18.45769500732422,55.33684158325195,48.838565,2.412767
AMZZDR73,2018-09-15T21:43:00.000Z,76,,24.176469802856445,,43.28573989868164,16.962310791015625,60.115966796875,48.838565,2.412767
AM2JQ85L,2018-09-15T21:47:00.000Z,77,,24.395347595214844,,36.91648864746094,16.991683959960938,59.703975677490234,48.838565,2.412767
AQB2MV40,2018-09-15T21:48:00.000Z,68,,20.176469802856445,,43.149070739746094,18.089187622070312,56.8673210144043,48.838565,2.412767
AMZZDR73,2018-09-15T22:00:00.000Z,76,,24.176469802856445,,50.49846267700195,16.636531829833984,61.32905960083008,48.838565,2.412767
AM2JQ85L,2018-09-15T22:05:00.000Z,78,,25.117647171020508,,47.03892135620117,16.692607879638672,61.02235412597656,48.838565,2.412767
AQB2MV40,2018-09-15T22:05:00.000Z,76,,23.761905670166016,,61.61241912841797,17.880905151367188,57.84542465209961,48.838565,2.412767
